,Vibrations,Movement
187,52,No
188,52,No
189,52,No
190,52,No
191,53,No
192,53,No
193,53,No
194,53,No
195,53,No
196,53,No
197,53,No
198,53,No
199,53,No
200,53,No
201,53,No
202,53,No
203,53,No
204,53,No
205,53,No
206,52,No
207,52,No
208,52,No
209,52,No
210,51,No
211,52,No
212,52,No
213,52,No
214,52,No
215,52,No
216,53,No
217,53,No
218,53,No
219,54,No
220,54,No
221,54,No
222,54,No
223,54,No
224,53,No
225,53,No
226,52,No
227,51,No
228,51,No
229,50,No
230,49,No
231,49,No
232,49,No
233,50,No
234,51,No
235,52,No
236,53,No
237,54,No
238,55,No
239,56,No
240,56,No
241,56,No
242,56,No
243,56,No
244,56,No
245,55,No
246,55,No
247,55,No
248,55,No
249,55,No
250,56,No
251,57,No
252,57,No
253,58,No
254,59,No
255,59,No
256,61,No
257,63,No
258,64,No
259,66,No
260,66,No
261,66,No
262,66,No
263,66,No
264,65,No
265,63,No
266,62,No
267,60,No
268,58,No
269,55,No
270,53,No
271,50,No
272,47,No
273,45,No
274,42,No
275,39,No
276,37,No
277,35,No
278,33,No
279,32,No
280,31,No
281,30,No
282,31,No
283,31,No
284,32,No
285,34,No
286,36,No
287,38,No
288,39,No
289,42,No
290,44,No
291,46,No
292,48,No
293,50,No
294,52,No
295,54,No
296,56,No
297,58,No
298,59,No
299,60,No
300,61,No
301,62,No
302,62,No
303,63,No
304,63,No
305,63,No
306,62,No
307,62,No
308,61,No
309,60,No
310,59,No
311,58,No
312,56,No
313,55,No
314,54,No
315,53,No
316,52,No
317,51,No
318,51,No
319,51,No
320,50,No
321,50,No
322,51,No
323,51,No
324,51,No
325,52,No
326,52,No
327,53,No
328,54,No
329,56,No
330,57,No
331,59,No
332,60,No
333,60,No
334,61,No
335,61,No
336,61,No
337,61,No
338,60,No
339,60,No
340,59,No
341,58,No
342,57,No
343,55,No
344,54,No
345,53,No
346,52,No
347,51,No
348,51,No
349,50,No
350,50,No
351,50,No
352,50,No
353,50,No
354,49,No
355,49,No
356,49,No
357,49,No
358,49,No
359,49,No
360,49,No
361,49,No
362,49,No
363,49,No
364,49,No
365,49,No
366,49,No
367,48,No
368,48,No
369,48,No
370,48,No
371,48,No
372,48,No
373,48,No
374,49,No
375,50,No
376,51,No
377,52,No
378,53,No
379,54,No
380,55,No
381,57,No
382,57,No
383,58,No
384,59,No
385,59,No
386,59,No
387,59,No
388,59,No
389,59,No
390,58,No
391,58,No
392,58,No
393,57,No
394,56,No
395,56,No
396,55,No
397,54,No
398,53,No
399,53,No
400,52,No
401,52,No
402,52,No
403,52,No
404,52,No
405,51,No
406,52,No
407,52,No
408,52,No
409,52,No
410,53,No
411,53,No
412,53,No
413,53,No
414,54,No
415,54,No
416,54,No
417,55,No
418,55,No
419,55,No
420,55,No
421,55,No
422,55,No
423,55,No
424,55,No
425,55,No
426,55,No
427,55,No
428,55,No
429,54,No
430,54,No
431,54,No
432,53,No
433,53,No
434,53,No
435,53,No
436,53,No
437,53,No
438,53,No
439,53,No
440,52,No
441,53,No
442,53,No
443,52,No
444,52,No
445,52,No
446,52,No
447,52,No
448,52,No
449,52,No
450,52,No
451,52,No
452,52,No
453,52,No
454,52,No
455,52,No
456,52,No
457,52,No
458,52,No
459,52,No
460,52,No
461,52,No
462,52,No
463,52,No
464,52,No
465,52,No
466,52,No
467,52,No
468,52,No
469,51,No
470,51,No
471,51,No
472,51,No
473,51,No
474,51,No
475,51,No
476,50,No
477,50,No
478,50,No
479,50,No
480,50,No
481,50,No
482,50,No
483,50,No
484,50,No
485,49,No
486,49,No
487,49,No
488,49,No
489,49,No
490,48,No
491,48,No
492,48,No
493,48,No
494,48,No
495,48,No
496,48,No
497,48,No
498,48,No
499,48,No
500,49,No
501,49,No
502,50,No
503,50,No
504,50,No
505,51,No
506,51,No
507,51,No
508,51,No
509,51,No
510,51,No
511,50,No
512,50,No
513,50,No
514,49,No
515,48,No
516,47,No
517,47,No
518,46,No
519,46,No
520,45,No
521,46,No
522,46,No
523,47,No
524,48,No
525,50,No
526,51,No
527,52,No
528,53,No
529,54,No
530,54,No
531,54,No
532,54,No
533,54,No
534,54,No
535,55,No
536,55,No
537,56,No
538,56,No
539,56,No
540,57,No
541,57,No
542,58,No
543,58,No
544,59,No
545,60,No
546,61,No
547,63,No
548,64,No
549,65,No
550,65,No
551,66,No
552,65,No
553,64,No
554,63,No
555,61,No
556,59,No
557,57,No
558,54,No
559,51,No
560,49,No
561,46,No
562,43,No
563,41,No
564,39,No
565,37,No
566,35,No
567,33,No
568,32,No
569,32,No
570,31,No
571,32,No
572,32,No
573,33,No
574,35,No
575,37,No
576,39,No
577,42,No
578,44,No
579,47,No
580,50,No
581,52,No
582,55,No
583,57,No
584,60,No
585,61,No
586,63,No
587,64,No
588,65,No
589,66,No
590,66,No
591,66,No
592,66,No
593,66,No
594,65,No
595,64,No
596,63,No
597,62,No
598,61,No
599,60,No
600,58,No
601,57,No
602,55,No
603,54,No
604,53,No
605,52,No
606,50,No
607,50,No
608,49,No
609,49,No
610,49,No
611,49,No
612,50,No
613,50,No
614,51,No
615,51,No
616,52,No
617,54,No
618,55,No
619,56,No
620,58,No
621,59,No
622,60,No
623,61,No
624,62,No
625,63,No
626,64,No
627,64,No
628,64,No
629,64,No
630,64,No
631,63,No
632,63,No
633,62,No
634,61,No
635,60,No
636,60,No
637,59,No
638,59,No
639,60,No
640,60,No
641,59,No
642,59,No
643,59,No
644,58,No
645,57,No
646,56,No
647,55,No
648,54,No
649,53,No
650,52,No
651,51,No
652,51,No
653,50,No
654,49,No
655,49,No
656,48,No
657,48,No
658,48,No
659,48,No
660,48,No
661,48,No
662,49,No
663,49,No
664,50,No
665,51,No
666,52,No
667,53,No
668,54,No
669,55,No
670,56,No
671,57,No
672,57,No
673,58,No
674,59,No
675,59,No
676,59,No
677,59,No
678,60,No
679,60,No
680,60,No
681,59,No
682,59,No
683,59,No
684,58,No
685,58,No
686,58,No
687,57,No
688,57,No
689,56,No
690,56,No
691,56,No
692,55,No
693,55,No
694,55,No
695,55,No
696,54,No
697,54,No
698,54,No
699,54,No
700,54,No
701,55,No
702,55,No
703,55,No
704,55,No
705,55,No
706,55,No
707,55,No
708,55,No
709,56,No
710,56,No
711,56,No
712,56,No
713,56,No
714,57,No
715,57,No
716,57,No
717,58,No
718,58,No
719,58,No
720,58,No
721,57,No
722,57,No
723,57,No
724,57,No
725,57,No
726,57,No
727,56,No
728,56,No
729,56,No
730,56,No
731,56,No
732,55,No
733,55,No
734,55,No
735,55,No
736,55,No
737,54,No
738,54,No
739,54,No
740,54,No
741,54,No
742,54,No
743,54,No
744,53,No
745,53,No
746,53,No
747,53,Yes
748,52,Yes
749,52,Yes
750,52,Yes
751,52,Yes
752,52,Yes
753,52,Yes
754,52,Yes
755,52,Yes
756,52,Yes
757,52,Yes
758,52,Yes
759,52,Yes
760,53,Yes
761,53,Yes
762,54,Yes
763,54,Yes
764,55,Yes
765,55,Yes
766,56,Yes
767,56,Yes
768,56,Yes
769,56,Yes
770,56,Yes
771,57,Yes
772,57,Yes
773,56,Yes
774,56,Yes
775,56,Yes
776,56,Yes
777,55,Yes
778,54,Yes
779,53,Yes
780,53,Yes
781,52,Yes
782,52,Yes
783,51,Yes
784,51,Yes
785,51,Yes
786,51,Yes
787,52,Yes
788,52,Yes
789,52,Yes
790,53,Yes
791,53,Yes
792,54,Yes
793,54,Yes
794,54,Yes
795,54,Yes
796,54,Yes
797,54,Yes
798,54,Yes
799,55,Yes
800,56,Yes
801,56,Yes
802,57,Yes
803,58,Yes
804,59,Yes
805,60,Yes
806,61,Yes
807,62,Yes
808,62,Yes
809,63,Yes
810,63,Yes
811,64,Yes
812,66,Yes
813,67,Yes
814,68,Yes
815,68,Yes
816,68,Yes
817,68,Yes
818,66,Yes
819,64,Yes
820,62,Yes
821,58,Yes
822,55,Yes
823,52,Yes
824,48,Yes
825,45,Yes
826,42,Yes
827,39,Yes
828,36,Yes
829,34,Yes
830,32,Yes
831,31,Yes
832,30,Yes
833,29,Yes
834,30,Yes
835,31,Yes
836,32,Yes
837,34,Yes
838,36,Yes
839,39,Yes
840,42,Yes
841,45,Yes
842,49,Yes
843,52,Yes
844,55,Yes
845,58,Yes
846,61,Yes
847,63,Yes
848,65,Yes
849,67,Yes
850,69,Yes
851,69,Yes
852,70,Yes
853,70,Yes
854,70,Yes
855,69,Yes
856,68,Yes
857,67,Yes
858,65,Yes
859,64,Yes
860,62,Yes
861,60,Yes
862,58,Yes
863,57,Yes
864,55,Yes
865,53,Yes
866,52,Yes
867,51,Yes
868,50,Yes
869,49,Yes
870,49,Yes
871,49,Yes
872,49,Yes
873,49,Yes
874,49,Yes
875,50,Yes
876,51,Yes
877,52,Yes
878,53,Yes
879,55,Yes
880,56,Yes
881,57,Yes
882,59,Yes
883,60,Yes
884,62,Yes
885,64,Yes
886,66,Yes
887,67,Yes
888,68,Yes
889,69,Yes
890,70,Yes
891,70,Yes
892,70,Yes
893,70,Yes
894,70,Yes
895,69,Yes
896,69,Yes
897,68,Yes
898,68,Yes
899,67,Yes
900,66,Yes
901,65,Yes
902,64,Yes
903,62,Yes
904,61,Yes
905,61,Yes
906,60,Yes
907,59,Yes
908,58,Yes
909,58,Yes
910,57,Yes
911,56,Yes
912,55,Yes
913,55,Yes
914,54,Yes
915,54,Yes
916,54,Yes
917,54,Yes
918,54,Yes
919,54,Yes
920,54,Yes
921,55,Yes
922,55,Yes
923,56,Yes
924,57,Yes
925,57,Yes
926,58,Yes
927,59,Yes
928,59,Yes
929,60,Yes
930,60,Yes
931,60,Yes
932,60,Yes
933,60,Yes
934,60,Yes
935,60,Yes
936,59,Yes
937,59,Yes
938,58,Yes
939,58,Yes
940,57,Yes
941,56,Yes
942,55,Yes
943,54,Yes
944,53,Yes
945,51,Yes
946,50,Yes
947,49,Yes
948,48,Yes
949,47,Yes
950,46,Yes
951,46,Yes
952,45,Yes
953,45,Yes
954,45,Yes
955,45,Yes
956,46,Yes
957,46,Yes
958,46,Yes
959,47,Yes
960,48,Yes
961,49,Yes
962,49,Yes
963,50,Yes
964,51,Yes
965,52,Yes
966,53,Yes
967,54,Yes
968,54,Yes
969,55,Yes
970,55,Yes
971,55,Yes
972,55,Yes
973,55,Yes
974,54,Yes
975,54,Yes
976,53,Yes
977,53,Yes
978,52,Yes
979,52,Yes
980,51,Yes
981,51,Yes
982,50,Yes
983,50,Yes
984,50,Yes
985,50,Yes
986,50,Yes
987,49,Yes
988,49,Yes
989,50,Yes
990,50,Yes
991,50,Yes
992,50,Yes
993,50,Yes
994,50,Yes
995,50,Yes
996,50,No
997,50,No
998,51,No
999,51,No
1000,51,No
1001,51,No
1002,52,No
1003,52,No
1004,52,No
1005,53,No
1006,53,No
1007,53,No
1008,53,No
1009,53,No
1010,52,No
1011,52,No
1012,52,No
1013,51,No
1014,50,No
1015,49,No
1016,49,No
1017,48,No
1018,47,No
1019,46,No
1020,46,No
1021,46,No
1022,46,No
1023,46,No
1024,47,No
1025,48,No
1026,49,No
1027,49,No
1028,50,No
1029,50,No
1030,50,No
1031,50,No
1032,50,No
1033,50,No
1034,50,No
1035,50,No
1036,51,No
1037,51,No
1038,52,No
1039,52,No
1040,53,No
1041,53,No
1042,54,No
1043,55,No
1044,55,No
1045,56,No
1046,58,No
1047,59,No
1048,61,No
1049,63,No
1050,64,No
1051,65,No
1052,66,No
1053,66,No
1054,66,No
1055,65,No
1056,64,No
1057,62,No
1058,60,No
1059,57,No
1060,55,No
1061,52,No
1062,49,No
1063,46,No
1064,43,No
1065,41,No
1066,39,No
1067,37,No
1068,36,No
1069,35,No
1070,34,No
1071,33,No
1072,33,No
1073,33,No
1074,34,No
1075,35,No
1076,36,No
1077,38,No
1078,40,No
1079,42,No
1080,44,No
1081,47,No
1082,49,No
1083,52,No
1084,54,No
1085,56,No
1086,58,No
1087,60,No
1088,61,No
1089,62,No
1090,62,No
1091,62,No
1092,62,No
1093,62,No
1094,62,No
1095,61,No
1096,60,No
1097,59,No
1098,58,No
1099,57,No
1100,55,No
1101,53,No
1102,52,No
1103,50,No
1104,49,No
1105,48,No
1106,47,No
1107,47,No
1108,46,No
1109,46,No
1110,46,No
1111,47,No
1112,47,No
1113,48,No
1114,49,No
1115,50,No
1116,52,No
1117,53,No
1118,54,No
1119,55,No
1120,56,No
1121,58,No
1122,59,No
1123,61,No
1124,62,No
1125,63,No
1126,63,No
1127,64,No
1128,65,No
1129,65,No
1130,64,No
1131,63,No
1132,62,No
1133,61,No
1134,59,No
1135,58,No
1136,57,No
1137,56,No
1138,56,No
1139,55,No
1140,55,No
1141,55,No
1142,54,No
1143,54,No
1144,53,No
1145,52,No
1146,51,No
1147,50,No
1148,49,No
1149,48,No
1150,47,No
1151,47,No
1152,46,No
1153,45,No
1154,45,No
1155,44,No
1156,44,No
1157,44,No
1158,44,No
1159,44,No
1160,45,No
1161,45,No
1162,46,No
1163,47,No
1164,48,No
1165,49,No
1166,50,No
1167,51,No
1168,53,No
1169,54,No
1170,55,No
1171,57,No
1172,58,No
1173,60,No
1174,60,No
1175,61,No
1176,62,No
1177,62,No
1178,62,No
1179,62,No
1180,61,No
1181,60,No
1182,59,No
1183,58,No
1184,57,No
1185,56,No
1186,54,No
1187,53,No
1188,52,No
1189,50,No
1190,49,No
1191,48,No
1192,48,No
1193,47,No
1194,47,No
1195,47,No
1196,48,No
1197,48,No
1198,48,No
1199,49,No
1200,50,No
1201,50,No
1202,51,No
1203,52,No
1204,53,No
1205,54,No
1206,55,No
1207,56,No
1208,57,No
1209,57,No
1210,58,No
1211,58,No
1212,58,No
1213,58,No
1214,58,No
1215,58,No
1216,58,No
1217,57,No
1218,57,No
1219,57,No
1220,56,No
1221,56,No
1222,56,No
1223,55,No
1224,54,No
1225,54,No
1226,53,No
1227,53,No
1228,53,No
1229,52,No
1230,52,No
1231,52,No
1232,51,No
1233,51,No
1234,51,No
1235,51,No
1236,50,No
1237,50,No
1238,50,No
1239,50,No
1240,50,No
1241,51,No
1242,51,No
1243,51,No
1244,51,No
1245,51,No
1246,51,No
1247,51,No
1248,51,No
1249,51,No
1250,52,No
1251,52,No
1252,52,No
1253,52,No
1254,52,No
1255,52,No
1256,52,No
1257,52,No
1258,52,No
1259,52,No
1260,51,No
1261,52,No
1262,52,No
1263,52,No
1264,52,No
1265,52,No
1266,52,No
1267,53,No
1268,53,No
1269,53,No
1270,53,No
1271,53,No
1272,53,No
1273,54,No
1274,54,No
1275,54,No
1276,54,No
1277,54,No
1278,54,No
1279,54,No
1280,54,No
1281,54,No
1282,54,No
1283,55,No
1284,55,No
1285,54,No
1286,54,No
1287,54,No
1288,54,No
1289,54,No
1290,54,No
1291,54,No
1292,54,No
1293,53,No
1294,53,No
1295,53,No
1296,53,No
1297,53,No
1298,52,No
1299,52,No
1300,52,No
1301,52,No
1302,51,No
1303,51,No
1304,51,No
1305,52,No
1306,52,No
1307,52,No
1308,53,No
1309,53,No
1310,53,No
1311,53,No
1312,53,No
1313,53,No
1314,53,No
1315,53,No
1316,53,No
1317,52,No
1318,52,No
1319,51,No
1320,50,No
1321,50,No
1322,49,No
1323,49,No
1324,49,No
1325,49,No
1326,50,No
1327,51,No
1328,51,No
1329,52,No
1330,53,No
1331,54,No
1332,54,No
1333,54,No
1334,55,No
1335,55,No
1336,55,No
1337,55,No
1338,54,No
1339,54,No
1340,55,No
1341,55,No
1342,55,No
1343,56,No
1344,57,No
1345,57,No
1346,58,No
1347,59,No
1348,60,No
1349,62,No
1350,64,No
1351,65,No
1352,65,No
1353,66,No
1354,66,No
1355,65,No
1356,64,No
1357,63,No
1358,62,No
1359,60,No
1360,58,No
1361,56,No
1362,54,No
1363,51,No
1364,49,No
1365,46,No
1366,43,No
1367,41,No
1368,38,No
1369,36,No
1370,34,No
1371,33,No
1372,32,No
1373,31,No
1374,31,No
1375,32,No
1376,33,No
1377,34,No
1378,36,No
1379,38,No
1380,40,No
1381,42,No
1382,44,No
1383,47,No
1384,49,No
1385,51,No
1386,53,No
1387,55,No
1388,57,No
1389,58,No
1390,59,No
1391,60,No
1392,61,No
1393,61,No
1394,62,No
1395,62,No
1396,61,No
1397,61,No
1398,60,No
1399,60,No
1400,59,No
1401,58,No
1402,56,No
1403,55,No
1404,54,No
1405,53,No
1406,51,No
1407,51,No
1408,50,No
1409,49,No
1410,49,No
1411,49,No
1412,49,No
1413,50,No
1414,50,No
1415,51,No
1416,52,No
1417,53,No
1418,53,No
1419,54,No
1420,55,No
1421,56,No
1422,57,No
1423,58,No
1424,59,No
1425,60,No
1426,60,No
1427,61,No
1428,61,No
1429,61,No
1430,60,No
1431,60,No
1432,59,No
1433,58,No
1434,57,No
1435,55,No
1436,54,No
1437,53,No
1438,52,No
1439,52,No
1440,51,No
1441,51,No
1442,51,No
1443,51,No
1444,51,No
1445,51,No
1446,51,No
1447,51,No
1448,51,No
1449,51,No
1450,51,No
1451,51,No
1452,50,No
1453,50,No
1454,50,No
1455,50,No
1456,50,No
1457,50,No
1458,49,No
1459,49,No
1460,49,No
1461,49,No
1462,49,No
1463,48,No
1464,48,No
1465,48,No
1466,49,No
1467,49,No
1468,50,No
1469,51,No
1470,52,No
1471,53,No
1472,54,No
1473,55,No
1474,56,No
1475,56,No
1476,57,No
1477,57,No
1478,58,No
1479,58,No
1480,59,No
1481,59,No
1482,59,No
1483,59,No
1484,58,No
1485,58,No
1486,57,No
1487,56,No
1488,55,No
1489,55,No
1490,54,No
1491,53,No
1492,53,No
1493,53,No
1494,53,No
1495,52,No
1496,52,No
1497,52,No
1498,51,No
1499,51,No
1500,51,No
1501,51,No
1502,52,No
1503,52,No
1504,52,No
1505,53,No
1506,53,No
1507,53,No
1508,53,No
1509,54,No
1510,54,No
1511,54,No
1512,55,No
1513,55,No
1514,55,No
1515,55,No
1516,56,No
1517,55,No
1518,55,No
1519,55,No
1520,55,No
1521,55,No
1522,54,No
1523,54,No
1524,54,No
1525,54,No
1526,54,No
1527,54,No
1528,54,No
1529,54,No
1530,54,No
1531,53,No
1532,53,No
1533,53,No
1534,52,No
1535,52,No
1536,52,No
1537,52,No
1538,53,No
1539,53,No
1540,53,No
1541,53,No
1542,52,No
1543,52,No
1544,52,No
1545,52,No
1546,52,No
1547,52,No
1548,52,No
1549,52,No
1550,52,No
1551,52,No
1552,52,No
1553,52,No
1554,52,No
1555,52,No
1556,52,No
1557,52,No
1558,52,No
1559,52,No
1560,52,No
1561,53,No
1562,53,No
1563,53,No
1564,53,No
1565,53,No
1566,53,No
1567,53,No
1568,53,No
1569,54,No
1570,54,No
1571,55,No
1572,55,No
1573,55,No
1574,55,No
1575,55,No
1576,55,No
1577,55,No
1578,55,No
1579,55,No
1580,55,No
1581,55,No
1582,55,No
1583,55,No
1584,55,No
1585,54,No
1586,54,No
1587,54,No
1588,53,No
1589,53,No
1590,53,No
1591,53,No
1592,52,No
1593,52,No
1594,53,No
1595,53,No
1596,53,No
1597,53,No
1598,53,No
1599,53,No
1600,53,No
1601,53,No
1602,54,No
1603,54,No
1604,54,No
1605,54,No
1606,54,No
1607,54,No
1608,53,No
1609,53,No
1610,52,No
1611,51,No
1612,51,No
1613,50,No
1614,49,No
1615,49,No
1616,49,No
1617,49,No
1618,49,No
1619,50,No
1620,51,No
1621,51,No
1622,52,No
1623,54,No
1624,55,No
1625,55,No
1626,56,No
1627,56,No
1628,56,No
1629,56,No
1630,55,No
1631,55,No
1632,55,No
1633,54,No
1634,55,No
1635,55,No
1636,55,No
1637,55,No
1638,56,No
1639,57,No
1640,57,No
1641,58,No
1642,60,No
1643,62,No
1644,63,No
1645,64,No
1646,65,No
1647,66,No
1648,66,No
1649,66,No
1650,65,No
1651,64,No
1652,63,No
1653,62,No
1654,60,No
1655,58,No
1656,55,No
1657,53,No
1658,50,No
1659,47,No
1660,44,No
1661,42,No
1662,39,No
1663,37,No
1664,35,No
1665,34,No
1666,33,No
1667,32,No
1668,32,No
1669,32,No
1670,33,No
1671,35,No
1672,36,No
1673,38,No
1674,40,No
1675,42,No
1676,44,No
1677,46,No
1678,48,No
1679,50,No
1680,52,No
1681,54,No
1682,56,No
1683,58,No
1684,59,No
1685,61,No
1686,62,No
1687,62,No
1688,63,No
1689,63,No
1690,63,No
1691,63,No
1692,63,No
1693,62,No
1694,61,No
1695,60,No
1696,59,No
1697,57,No
1698,56,No
1699,54,No
1700,53,No
1701,52,No
1702,51,No
1703,51,No
1704,50,No
1705,50,No
1706,50,No
1707,50,No
1708,50,No
1709,51,No
1710,51,No
1711,52,No
1712,53,No
1713,54,No
1714,54,No
1715,55,No
1716,56,No
1717,57,No
1718,59,No
1719,59,No
1720,60,No
1721,60,No
1722,61,No
1723,61,No
1724,61,No
1725,61,No
1726,60,No
1727,59,No
1728,58,No
1729,57,No
1730,55,No
1731,54,No
1732,53,No
1733,52,No
1734,52,No
1735,51,No
1736,51,No
1737,51,No
1738,50,No
1739,50,No
1740,49,No
1741,49,No
1742,48,No
1743,48,Yes
1744,48,Yes
1745,47,Yes
1746,47,Yes
1747,47,Yes
1748,47,Yes
1749,46,Yes
1750,46,Yes
1751,45,Yes
1752,45,Yes
1753,44,Yes
1754,43,Yes
1755,43,Yes
1756,42,Yes
1757,42,Yes
1758,42,Yes
1759,42,Yes
1760,43,Yes
1761,44,Yes
1762,44,Yes
1763,46,Yes
1764,47,Yes
1765,49,Yes
1766,50,Yes
1767,52,Yes
1768,53,Yes
1769,54,Yes
1770,56,Yes
1771,56,Yes
1772,57,Yes
1773,57,Yes
1774,57,Yes
1775,57,Yes
1776,57,Yes
1777,56,Yes
1778,56,Yes
1779,55,Yes
1780,54,Yes
1781,53,Yes
1782,52,Yes
1783,52,Yes
1784,51,Yes
1785,50,Yes
1786,49,Yes
1787,49,Yes
1788,49,Yes
1789,48,Yes
1790,48,Yes
1791,49,Yes
1792,49,Yes
1793,49,Yes
1794,49,Yes
1795,50,Yes
1796,50,Yes
1797,51,Yes
1798,51,Yes
1799,52,Yes
1800,52,Yes
1801,52,Yes
1802,53,Yes
1803,53,Yes
1804,53,Yes
1805,53,Yes
1806,54,Yes
1807,54,Yes
1808,54,Yes
1809,54,Yes
1810,54,Yes
1811,54,Yes
1812,54,Yes
1813,55,Yes
1814,55,Yes
1815,55,Yes
1816,55,Yes
1817,54,Yes
1818,54,Yes
1819,54,Yes
1820,54,Yes
1821,54,Yes
1822,54,Yes
1823,53,Yes
1824,53,Yes
1825,53,Yes
1826,53,Yes
1827,52,Yes
1828,52,Yes
1829,52,Yes
1830,52,Yes
1831,52,Yes
1832,51,Yes
1833,51,Yes
1834,51,Yes
1835,51,Yes
1836,51,Yes
1837,51,Yes
1838,51,Yes
1839,51,Yes
1840,51,Yes
1841,51,Yes
1842,51,Yes
1843,51,Yes
1844,51,Yes
1845,52,Yes
1846,52,Yes
1847,52,Yes
1848,52,Yes
1849,52,Yes
1850,52,Yes
1851,53,Yes
1852,53,Yes
1853,53,Yes
1854,54,Yes
1855,54,Yes
1856,54,Yes
1857,54,Yes
1858,54,Yes
1859,54,Yes
1860,54,Yes
1861,54,Yes
1862,54,Yes
1863,54,Yes
1864,54,Yes
1865,55,Yes
1866,55,Yes
1867,55,Yes
1868,55,Yes
1869,55,Yes
1870,55,Yes
1871,54,Yes
1872,54,Yes
1873,54,Yes
1874,54,Yes
1875,54,Yes
1876,54,Yes
1877,54,Yes
1878,55,Yes
1879,55,Yes
1880,55,Yes
1881,55,Yes
1882,55,Yes
1883,55,Yes
1884,55,Yes
1885,55,Yes
1886,55,Yes
1887,55,Yes
1888,55,Yes
1889,54,Yes
1890,54,Yes
1891,53,Yes
1892,52,Yes
1893,51,Yes
1894,51,Yes
1895,50,Yes
1896,50,Yes
1897,49,Yes
1898,49,Yes
1899,49,Yes
1900,50,Yes
1901,50,Yes
1902,51,Yes
1903,52,Yes
1904,52,Yes
1905,53,Yes
1906,54,Yes
1907,54,Yes
1908,54,Yes
1909,54,Yes
1910,54,Yes
1911,54,Yes
1912,54,Yes
1913,54,Yes
1914,55,Yes
1915,55,Yes
1916,55,Yes
1917,55,Yes
1918,56,Yes
1919,57,Yes
1920,57,Yes
1921,58,Yes
1922,59,Yes
1923,60,Yes
1924,61,Yes
1925,62,Yes
1926,64,Yes
1927,64,Yes
1928,65,Yes
1929,65,Yes
1930,65,Yes
1931,64,Yes
1932,63,Yes
1933,61,Yes
1934,59,Yes
1935,56,Yes
1936,53,Yes
1937,50,Yes
1938,47,Yes
1939,44,Yes
1940,41,Yes
1941,39,Yes
1942,36,Yes
1943,35,Yes
1944,33,Yes
1945,32,Yes
1946,32,Yes
1947,32,Yes
1948,32,Yes
1949,33,Yes
1950,34,Yes
1951,36,Yes
1952,39,Yes
1953,41,Yes
1954,44,Yes
1955,47,Yes
1956,50,Yes
1957,53,Yes
1958,56,Yes
1959,59,Yes
1960,61,Yes
1961,64,Yes
1962,65,Yes
1963,67,Yes
1964,68,Yes
1965,69,Yes
1966,69,Yes
1967,69,Yes
1968,69,Yes
1969,68,Yes
1970,67,Yes
1971,66,Yes
1972,64,Yes
1973,62,Yes
1974,60,Yes
1975,58,Yes
1976,56,Yes
1977,54,Yes
1978,53,Yes
1979,51,Yes
1980,49,Yes
1981,48,Yes
1982,47,Yes
1983,46,Yes
1984,45,Yes
1985,45,Yes
1986,45,Yes
1987,45,Yes
1988,45,Yes
1989,46,Yes
1990,47,Yes
1991,48,Yes
1992,50,No
1993,50,No
1994,51,No
1995,53,No
1996,54,No
